label	text	is_valid
positive	Man Utd v Arsenal on Sat sees the best defence (AFC) in the league (conceded 0.67 p/game) against the best attack (Utd) (scored 2.67 p/game)	False
positive	Watching Sundays Harry and Paul. Good it is too. Well-observed and fearsomely dry.	False
neutral	We do not live in Ground Hog Dayc we dont live with a victim mentalityc today B rough but tomorrow wont be the same #El #leadership	False
positive	Was thinking of Harry Redknapp for the @blackburnrovers job for the past few days now. Would be an absolute coup! Cmon Shebby!	False
neutral	#nowplaying Jim White - Crash Into the Sun http://t.co/H8AfTJm2	False
neutral	remember last new years and I sat there for 2 hours watching Kasabian live at the O2	False
positive	Many rumours floating about that Harry Redknapp may be interested in the Blackburn job? What do you all think?	False
neutral	New Glory Gang music Janet at the Superbowl http://t.co/uvKpMUkX on #SoundCloud	False
negative	This bitch @backyardbetty just put frog back on Lmfao throw back Thursday	False
negative	No you may not kick it.  -Tribe Called Quest answering a text from Billy Cundiff	False
positive	Happy Valentines Day (to you that may have one)	False
negative	My body is exhausted. I walked from 79th and Jeffery to the lakefrontc where i accidentally sat on dead fishc to 55th and King Dr. and back.	False
neutral	[INFO] TaeTiSeo will perform on Love In Asia tomorrow (11/02) at 02:30PM (KST)c KBS will broadcast the concert on 13 November at 07:30PM	False
neutral	Game Day.. Arsenal Ladies vs Turbine Potsdam.. Champions League Last 16 1st Leg.. Get down and support the Gooners..!! #UWCL #ALFC	False
neutral	Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00:11:11... http://t.co/8BHGTbtJ	False
positive	No joke I got a voicemail yesterday saying Happy Valentines Day instead of Happy 4th of July.  Wow.  Not sure what that is all about.	False
negative	My mama going to Jacksonville Saturday cI would go but she want let me cIm on punishment.!	False
positive	Great seeing u. Im host of Google+ Hangout #RomneyRally Wednesday of u want invite let me know #lynndebate @teachpr	False
neutral	Nikon has once again proven its a small world after all with the latest ... - Herald Sun http://t.co/ZRyswQZp	False
neutral	Come out on Monday to watch THE WOMAN IN BLACK w/ the MODEL UN! Free Entry! Concessions w/ donation!! #SSU # http://t.co/PMsTAOcU	False
positive	Niggas In Paris was playing in the waiting room at the clinic and this old lady sat tapping her walking stick and bobbing her head. So cute.	False
negative	And to the 2 girls in front of us that sat down and played Temple Run the whole timec why did you even come? #confused	False
positive	Loved the hair style from Fridays Jason Wu New York Fashion Week show? Were giving you the step-by-step to... http://t.co/fnc62FeG	False
neutral	@lindalukita Chinese? On top of the international holidaysc we have Chinese New Year EvecChinese New Year (Day 1& 2)cChap Goh Mei (15th day)	False
negative	Too Soon? Amazon Opens Black Friday Deals Store: Thanksgiving is weeks awayc the World Series only ended on Sund... http://t.co/8DgZiecz	False
neutral	@domeqwwfv1 may be its true becouse triple h arm has broken for reel or may be he will come back at the royal rumble	False
negative	@TheXFactor Boring #XFACTOR. Seen it all before #XFACTOR. @ITV1 Lets have something new for Autumn and no more Dancing on Ice in January.	False
positive	Went to see The Mystery of Charles Dickens at the Playhouse Theatrec West End last Thursday starring Simon Callow.  Its a must see!	False
positive	Oh yay! My mom just told me that my Grammy is coming tomorrow!!!! Woot woot! #loveher	False
negative	Unfortunatelyc I am wathcing all manifestation related to Republic Day and I just see that we are really far away 21st. century.+++	False
positive	This may be a little forward.... - secret-country: but can you imagine the sex Miranda Lambert & Blake... http://t.co/QHeebjN4	False
negative	The ending to The Grey may be one of the most bad ass endings to a movie Ive ever seen	False
neutral	Totally curious with Dream High 2.. Wanna watch this drama asap! Wanna compare it with the 1st one.. Still theres a loooooooong holiday (y)	False
positive	Safe and sound at Narita airport! Feels good to be back at the land of rising sun	False
positive	Its so early here in Germanyc my American friends are just now getting drunk. Off to Praguec knuckleheads! Talk to you on Sunday! #CzechRep	False
negative	@ChicagoBears can not let be a let down game Sunday with Houston and San Fran coming up. Gotta focus on beating Tennessee. #JayisourQB	False
neutral	Whos going to Israel this Saturday?!	False
neutral	Iran army monitoring all ships in Gulf: TEHRANc Oct 28: A senior commander of the Islamic Revolution Guard Corps... http://t.co/uU6Vxk2A	False
neutral	Soul Train 70s Halloween  Party Sat Oct 27 http://t.co/IrUW87SM ADV TIXX $10 -  $15 wt out costume $20 at the door...http://t.co/IrJ3lzNw	False
positive	@NICKIMINAJ cant wait for you to come to dublin on monday so excited to see you:-) <3	False
positive	BJ Penn vs. Nick Diaz replay on FuelTv! Id pay to watch it a 2nd time!	False
neutral	Taylor Swift to co-host Grammys with LL Cool J: New Yorkc Oct 30 (ANI): Taylor Swift has been chosen to present ... http://t.co/3dbmx4jq	False
negative	My hormones are spiral out of a controlc I am crying over the Jeremy Kyle show for not the 1st or the 2nd but the 3rd time today #wut	False
positive	@danicook8 ah okay was hoping to see you out Friday! Next time Im staying at Harrys we should meet up in Kingston! Xx	False
positive	@ArianaCurdles lol you mean pronounce it? Idk either..hmm...I like to say it like hair-may or hair-mess LMFAO IDK OKAY. xD	False
neutral	@stephyyboo15 Lol. Maybe Friday since Im going to Georgetown.	False
neutral	Bird on the Wire is one of the 1st songs I learned as a child. And now daddy and I go see Leonard Cohen! http://t.co/pvANSpi6	False
neutral	@JKLittle6 next Thursday or Friday they play Maryland in New York for the first real game	False
positive	Be sure to watch Cougar Town. Its Friends minus all the best actorsc plus wine! Coming in January. Right after Shovin Buddies	False
neutral	Arsenal Ladies are 0-0 at HT with FFC Turbine Potsdam in their Womens Champions League Last 16 1st Leg Clash at Borehamwood. #WUCL	False
neutral	Thursday nights just wont be the same without Waterloo Road	False
neutral	Harden got 25pts in the 3rd. Damnc maybe Lin and Harden can get my Rockets to the playoffs.	False
positive	Not everyone has the same image of sexy. There are plenty of men out there who may think Im built like ray Lewis wit a weave. Oh well...	False
positive	Valentines Day by Linkin Park may not be the newest song but its one of the best	False
neutral	Communityc Cougar Townc Friday Night Lightsc Gleec Mad Menc Modern Familyc six feets underc skinsc Terra nova o the wire???	False
neutral	Land conservation announcement Monday: Gov. Mitch Daniels and Lt. Gov. Becky Skillman will make a lan... http://t.co/5Srsx6J1 #nashville	False
neutral	Ryan Reynolds may be back for a prequel or sequel to Safe Housec with or without Denzel Washington. Script is in the works.	False
positive	@Giselleco OH HEY! I have another reason for you! Its NATIONAL CHOCOLATE DAY ON SUNDAY! :D	False
positive	Dinner with my dad. And tony Parker with a last second game winning shot. What a great night...just in time to be ruined by 300s tomorrow...	False
negative	Post of the night:  Anonymous (ID: ExcV6jkR) 11/02/12(Fri)00:52:39 No.434329650      This thread is like watching a monkey fuck a coconut	False
positive	Apple CEO apologizes for error-ridden new map app (+video): Apple CEO Tim Cook apologized Friday for the company... http://t.co/dpHhFypj	False
negative	@bballSource he just got completelyc utterly lost.. its not like there was a viable 2nd optionc everyone knew it was Parkers shot!	False
positive	Congrats to DJs 3rd grade team going to the Superbowl! Ill be there cheering.	False
positive	Whos going to go see Breaking Dawn part 2 with me!? Cmon!	False
neutral	The two Lukes (Austen and Dickens) playing at Nelson Bay Diggers Club this Friday 2/11. Go check em out if you live in the area..	False
positive	@JanineTurner Yes thank you Janine!!  I saw Kelsey Grammer Wed night at SAG but didnt talk politics there.  Lets take Hollywood back!	False
neutral	1st official release on @StripesRecords is out now! #EOTT2 with rmxs from Haze & Northern Lights + instrumentals! https://t.co/XUjEDHDe	False
positive	Big game for @MiamiHEAT tomorrowc away vs the Knicks at MSG. Personally think Knicks will win... first gamec MSG crowdc Sandy disaster...	False
neutral	Lots of rumors out there. Oilers are said to want Leopold/Adam/3rdc Sekera/Pysyk/2ndc Sekera/Adamc Leopold/Adam for Sam Gagner. Who knows??	False
neutral	Second last show of the seasonc 19th annual Gift of Artc with the artists of the #kanata Civic #art #gallery. Stop in! http://t.co/BkQnxEC0	False
negative	Im assuming that HEB ran out of candy and people decided to give out pizza instead because it was busier than Super Bowl Sunday today	False
positive	Goodnight! Big day! Tomorrow Im at the school to 3:00 (Argentina time) because I stay to the Mallin! (Tomorrow Ill tell you what is that)!	False
positive	Today is National Kissing Day coz its no work day tomorrow!!!	False
neutral	Come meet members of the 1980 Dawgs in Athens this weekend at The Red Zone!  Fridayc 3pm - 6pm: Coach Vince... http://t.co/vQ6ykuqC	False
positive	This time tomorrow night ill be partying it up in chapel hill :) #cantwait	False
neutral	victor cruz isnt himself today........i know hell get it together in the 2nd half	False
neutral	6 people left in the world and one of them is bill Murray ...theres only 5 people .....whos the 6th???	False
neutral	Dublins Street Pub Come join us for Open Mic. Thursdayc as the Party continues here at Dublins Street Pub.  $ (cont) http://t.co/B0FEZmLt	False
neutral	oH MAN i thought the deadline for ACT was tomorrow I have until the 9th bless	False
positive	@keimtime3 you realize Mizzou made T-shirts celebrating their win over Kentucky! They should commemorate their 8th place finish on the back.	False
neutral	1st movie of the night: The Vow	False
neutral	TTS will participate in the love in asia tomorrow (2/11) at 2:30pm(KST).KBS will broadcast the program on 3/11 at 7:30pm(KST) on KBS World	False
neutral	MILAN-GENOA: 22 ROSSONERI: MILANELLO - 22 players have been called up for Milan-Genoa tomorrow at the San Siro s... http://t.co/u8SZ4fji	False
neutral	@nml @MuchMusic have you called people yet for Bruno Mars next Friday!?	False
neutral	Trying for tickets to tomorrows show (@ The Late Show with David Letterman) http://t.co/eI4DInhA	False
neutral	@CASS_TAR is addicted to ACT. She just took one on Saturday. And she just signed up for a third test.	False
negative	In 27 hours i know if im gonna see the boys live on May 1st!! Omgg im sooo scared for tomorrow!	False
positive	@ThomasErdbrink If Obama wins I am quite sure one of his 1st major foreign policy hits would be successful resumption of talks with Tehran.	False
positive	Awesome response guys! The correct answer is: Sam Gagner and Brendan Smith. All of you will be put into the draw this coming Thursday! #JT	False
negative	Harry Styles is leaving One Direction and going to form a two-man band with Ed on the 31st of February. and Im married to Obama	False
neutral	Not that I want to tip my hand... but there will be moves in both portfolios tomorrow morning at 8:35 AM (CST) Home Run and Follow The $$	False
positive	@WardChanning Hey Channing Tony Provias from Aberdeen Hope you get a sack on Murray this Sat!!!	False
negative	@charles_sings  Lorenzo Beasley. He was killed on July 17th of last year on the corner of 53rd and King Dr.  ~#Mile 5	False
positive	in my TL guys talks about AFC vs MUFC i know guys u cant wait till Saturday :D #EPL <33	False
neutral	For second timec Eagles make stop -- and commit a penalty. PI on Kendricks gives Atl another 1st down. Groundhog Day lives.	False
positive	@ama_la_lettura would you be up for full day of movies at mine on Thursday? :P so far Tarzan and The Notebook is on the list xD	False
positive	Likec Sweet You. Happy Valentines day. (when its July). Ill meet you at the shop every Tuesday........	False
positive	@DABieberBreezy QUEEN can you please help me trend #biebsmeetbieberwhirls? hes coming to my city tomorrow & i wanna try to meet him	False
neutral	Watched Muse on the Jonathan Ross show last night and promptly had nightmares about screwing everything up on Wednesday! Eeeeek!	False
neutral	@morgwolfe @jillianlucas3 @mack_mays movies Friday night! Flight with Denzel Washington!!! Dont make plans because I just made plans!!!	False
negative	I hope we dont go to the NINERS game onda 11th. BUTc I wouldnt mind meetin up widd my booc KYLE WILLIAMS inda loccer room & stuff. Lmfao!	False
positive	Rivers to Gatesc for only the 3rd time this season. Keep it up Chiefsc fantasy teams need you	False
negative	Arianators please help me. Im a girl whos body is very sore and just asking for Ariana & Jennettes goodluck for tomorrow. PLEASE :(	False
neutral	Google+ Hangout with : OCTOBER 27th! 2PM Pacific / 5PM Eastern via #ASKLLCOOLJ #LLCOOLJHangout http://t.co/jbKWSFgD #KPOPTV #2PM	False
neutral	AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Source: Corriere dello Sport) http://t.co/1ONyAoXN  #transfertalk	False
positive	Gotta remember to bring dionje candy tomorrowc lol he got mad at me today!	False
neutral	Great drink specials this Saturday as Mizzou looks for the upset over Florida. Former Mizzou WR Brian Wheller... http://t.co/xOkdQwas	False
negative	Watched The Vow for the 5th time and Im still tearing. Whats wrong with this movie. Its tooo... omg i cant even.	False
neutral	See you on March 24th. From Argentina to Miamic no limits for #ASOT and @arminvanbuuren	False
positive	@RLBrown3 Better Suit Up at the Senior Bowl Friday night.	False
positive	Egypt&#039;s President Mohamed Morsi on Monday pardoned all those arrested between the start of the revolution t ...  http://t.co/EMfVHoTu	False
positive	Kurt Convey wins the boys race in 16:01 with Nick Diaz coming in 2nd around 16:10. Rounding out the top 3 was Kenny Castro.	False
positive	FYI - the ridiculously adorable ladybug Larry Bird gives his 1st piece of candy to is our producer/ director Chris Kochs gorgeous daughter!	False
neutral	Pictures of #OVERDOSER 1st Anniversary party at Safe House #Thonglor are online! Check it out! http://t.co/Owjm4swu http://t.co/YmEQ9KrL	False
negative	Realized that Ive just spent Halloweenc super bowl Sundayc and my last two birthdays either in the libraryc or in a computer lab..	False
neutral	BUSTED @T_M_Birch caught out celebrating the 1sta cup win with Andy Carroll and Joe Hart #Beer #Jager http://t.co/Ifv3wd9I	False
neutral	@PatWGR If they are still looking for a Centerc they may want to inquire about Sam Gagner.  Edmonton needs D.	False
positive	Enjoyed the FLOTUS today in FL! @MichelleObama u r BRILLIANT...simply put! Glad I voted Saturday #Obama2012 #DUVAL http://t.co/0Szz0XM7	False
positive	tonights Never Mind The Buzzcocks has the hilarious NOEL FIELDING again :) cant wait to download it tomorrow	False
neutral	Top TEN strikers who are on the Premier Leagues January wishlist http://t.co/BBN99w2D via @FootballFanCast	False
neutral	Police surgery Fri for #Penygraig residents at the Boys&Girls Club  9am 11amc pop along and meet your local officer http://t.co/PvO8uA62 #MD	False
neutral	Would you LIKE to see cornerback Champ Bailey play in his twelfth Pro Bowl this January?  2013 Pro Bowl voting... http://t.co/znA416fc	False
neutral	Taking a litre of fizzyc flavoured water to bed tonightc Super Sunday is gonna result in a mouth like Ghandis flip flop! #gacky #rank #beer	False
positive	Cant wait to see Flight on Saturdayc Denzel is one of the best actors in the world alongside Leo and De Niro	False
neutral	@ben_higham we put a 2nd team out and get beat and you go #Rafa ... Behave Ben !! You sound like a wool calling for Rafa	False
neutral	@CaitRob89 Going to the Mizzou game on Saturday! Here with Kalebs family. What are you doing here?	False
positive	Now yall know all that Halloween candy is gonna be on clearance tomorrow...you can save it for Valentines day :)	False
neutral	City game at the Ravens stadium Saturday at noon 10 dollars to get in i will be there who else going?	False
positive	@SemiProJoe @SaraWoof looks like its coming on Valentines Day. I liked the 4thc I think 5 will be just as good. Hes in Russia this time.	False
neutral	@pa9o9 Nov 25 at the San Siro. I pray we wouldve gotten back our rhythm before then or well get embarrased.	False
positive	3000th tweet dedicated to Andy Carroll and West Hamc brilliant start to the seasonc now continue it with wigan on saturday!	False
neutral	Aston Villa line up January bid for Danish midfielder: Aston Villa are reportedly monitoring the availability of... http://t.co/uwDNR87w	False
neutral	PHOTOS: Rihanna Crowned Carnaval Queen: Pop superstar visited the Greystone Manor Supperclub Wednesday night and was... http://t.co/lWRQCH1I	False
negative	@ElyTheEthiopian 13th. There is no Android device worth buying outside of the Nexus linec in my opinion. Especially not the Galaxy S line	False
negative	@BullandFox As a pointc Flacco had a 0.3 QBR last Sunday. Even vet QB had a bad day.	False
negative	@manubiebz yeah I saw them open for Taylor Swift in march. They were awesome! Is Cher just like a fucking bitch on stage?	False
positive	Going to the Georgetown game on Friday! #imwearingblue #istillloveeastview	False
positive	Sophia Grace and Rosie: we know one of your songs!! the sun comes down NA NA NA NA @TomTheWanted http://t.co/eyykN7iF	False
positive	Come out and have some laughs with Mec Spartacusc and Max at Carolines Comedy Club this Wednesday October 24th!... http://t.co/byrH1xy8	False
neutral	@dubstephh_ down to blaze with Joe and I tomorrow?	False
positive	My Sis won tickets for the Jonas Brothers concert @ Fort Canning on Monday....	False
negative	Fuck youc band that covered it on Friday nightc and fuck you Ricky Martin for existing in the first place you big jerk.	False
neutral	At a live basketball fantasy draft...sort of. I got the 7th pick. got Meloc Monta Ellisc Iguodala and Ibaka so far	False
neutral	@Beystanfolife2 Yea I sayc mid January for a new single. Right in time for the superbowl& video at the end of January leading into SuperBowl	False
neutral	5th floor Paterno with @Nessa_Sassy @NellyBeee_ @frecklejuice93...promise were going to be productive from now on.	False
positive	February 12th is a nice time to release it. Its the week of the Grammys too. Albums sell that week.	False
positive	The Landlord from Will Ferrell.avi http://t.co/9kOvDJ4J via @youtube  This will cure the Monday blues. Funny funny shit	False
negative	Cofield should have hopped off the DM sticks after his 3rd year. Niggas was tired of him lol	False
negative	Youd think after not replying to the 3rd text the Twat face would get that I fucking hate him.	False
positive	Watching The Vow for the 1st TIME! I <3 it! Already cried 3 times!	False
neutral	@PaulCJoe @InsideTheLeague We are actually playing on Saturdayc January 19 - the week prior to the Senior Bowl.	False
positive	Finally in bed. Such a long dayc but so much was accomplished. Athens tomorrow!!	False
negative	@Tylerkhounthy why there so much easier Im pretty sure tomorrow is the Cupid shuffle tho ... I hate that	False
neutral	For the French fan of @RobLowe The tvmovie : Drew Peterson : untouchable Will be broadcasted Thusday 16 October at 2:55 PM on #TF1 !	False
neutral	So I asked a diehard FSU fan about the game against Dook on Sat & they are kinda worried about Coach Cut & his Coastal division leading team	False
neutral	If you built ford tough or built like Ray Lewis on a Sunday in full padsc take yo ass somewhere and get some sweat pants or baggy jeans.	False
positive	The Vow! Love this movie. If you are meant to be with your loved one it will happen no matter what obstacles you may face! #truelove #exists	False
neutral	My Thursday nights arent the same without Waterloo Road	False
neutral	New Jeremy Kyle starts Mondayc you bitch Im back to school then!!	False
neutral	Pentagon open to more than just #Blackberry?  iOS and Android may make an appearance. http://t.co/qUaLO020	False
neutral	I think it got eaten by a grue.- PC Friday - Diablo III (PTR Patch 1.05) | http://t.co/le1ay7ff: http://t.co/n3tpZamP	False
positive	Perfect weather to finish a great week.Saw Noel Fieldings show Thursday at the Ath. Meeting him would have made the week perfect!	False
neutral	Mohamed Nasheeds Press brief about CONI report - 31 Aug 2012 http://t.co/fky9cA6d via @youtube	False
neutral	A Leonard Cohen and Jeff Buckley album just in time for black friday? #buymethat	False
positive	@musec @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny	False
neutral	@dasme I have a couplec of Jets gamesc but theyre from the end of the season. wish id kept more of dec. alsoc i have the Sam Gagner game.	False
neutral	ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. #Tweet_Yah_Later	False
negative	registering for my ACTs and SATs at the last minute -____- I am so tired	False
neutral	Looks like Rooneyc RVPc Rioc Evrac Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC	False
positive	I love the on time part=> @EW: Axl Rose shows up on timec gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj	False
positive	Nothing like watching the Vow on a Friday night. Cheers to cancelled plans and sickness	False
positive	Big day tomorrow. Its donut Fridayc @jarsuperstar is buying.  First day of practice and Mitts rally.	False
positive	Cant wait to see Flight with DENZEL WASHINGTON on tomorrow! Bam!  ;-)	False
positive	Tomorrowc the biggest name in music & entertainment is on the show! And no its not Ricky Martin. Who is it? Click - http://t.co/RJgsDgjQ	False
positive	Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.	False
positive	Did anyone read the NYT interview with Egyptian president Mohamed Morsi on Saturday? Good read: http://t.co/8FpjSKPJ	False
neutral	For any of those who went to see the Dancing On Ice tour this year the DVD of the tour comes out November 26th 2012 http://t.co/x9RATLTb	False
neutral	Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Arent they in feb?	False
positive	The Grey huhuhuhu #FuckingAwesome #BTWFTR 670 im going to sleep i need it tomorrow ive to work	False
neutral	February 13th; Desperation Dayc its a thing	False
positive	Watchin Step Up <3 the 1st one is the best with Channing Tatum as the main guy >>>	False
neutral	Just found out about the @theatreeagles production of Dickens performs A Christmas Carolc surely a must this December. http://t.co/mEhqFeCX	False
positive	Just cus its Friday here are 62 reasons why Bill Murray is awesome http://t.co/e78cx5hQ	False
neutral	My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday. http://t.co/iIAxfJn3	False
positive	@creativetimes Eleanorc thats coolc it would be great to see your pastel art. ;) Link to the painting I did on Monday http://t.co/8puSNbaN	False
neutral	Crazy how sports econpmics have changed. Larry Birds rookie deal was 5 yrsc $3.25 M total. 6th pick Damian Lillard will make $3 M this YR.	False
neutral	What if the world could vote on Nov 6? France leads the Obama campc including Britainc Peruc Turkeyc India among others http://t.co/kRSHL37r	False
neutral	People should stay after school tomorrow to help the NHS.. We will be watching The Woman In Black	False
neutral	So Kendrick Lamar 1st week projected sales iz 242k. Thats wassup for an artist different from the norm to do those kind of numbers.	False
neutral	Signing Day this Friday for FDAHS. hate the school but I love my senior classc we be on.	False
positive	Thanksc Dave! Great show tonight.  Sorryc Craig. Ive got to get to bed. Ill catch you tomorrow. @Late_Show  David Letterman	False
negative	LMFAOASDFGHJKLOMG. i just saw a picture of Jenelle from the 1st day of school in 5th grade.. damn that nigga changed.	False
positive	@happinessjean Jeanc tomorrow is Free KISSING Day! :) Nothing. Just wanna tell you that	False
neutral	Amazon has deals on Home Theater items on during the countdown to Black Friday. http://t.co/u84VkEEo	False
positive	@alexrubens Ever since Uncharted 3 and Mass Effect 3c Ive been weary of third games. Then again this is technically the 5th. Cant wait!	False
neutral	Friday is the last day to early vote in Maryland. Im4Q6. Please join me and vote FOR Question 6. #VoteFor6	False
positive	Ive just noticed that @thatalexday reminds me of noel fielding a little bit. I think it may be their strangely wonderful dress sense :)	False
negative	Seriously all of you people are dumb saying that all of the schools in CNY are going to be closed tomorrow...	False
positive	Got a great piece for you History buffs Friday morningc a game between Schalke & Bayern that marked the end of Germanys greatest ever side.	False
neutral	@CryerRovers Any truth in this interview with Harry Redknapp tomorrow?	False
neutral	Al Pacino to play Joe Paterno in biopic..this is going to be his 2nd film where he says Say hello to my little friend -@sethmeyers21	False
positive	So This Saturdayc Fort Canning with sweetheart(: okay can! Yay!!	False
neutral	Just finished watching The Vow for the 5th time.	False
neutral	Im determined to watch The Vow tomorrowc I still havent seen it!	False
neutral	@BethFishReads Do you have chocolate? Sunday is National Chocolate Day.	False
negative	tomorrow im scheduled to put up the Xmas decorations.even on Phil holidaysci still cant get my much needed sleep #24hrsaintenough	False
neutral	When the boys pre-recorded their performance of Little Things for the X Factor UK on Sundayc Eleanor was in the audience. #1DNews	False
negative	@NeilHarmanTimes Just noticed you using the Spanish abbreviation NO surec no? Think youre missing Rafac mon brave	False
negative	Have to say I think Jason & Taylor may have been robbed by the married duo tonight of Blake & Miranda...	False
neutral	Have you ever forgotten to get a Valentines present? Your chance at Feb 17 #bonjovi tix coming up! @benandkerryshow	False
negative	2nd night Parker has been on it ..boy oh boy	False
positive	Controversy asidec the 2 games shown on TV for Super Sunday were great spectacles. #BestLeagueInTheWorld	False
neutral	[PAGASA] 6:39AM Intermittent light to occasionally moderate rains over southern portions of Negrosc Cebu & Bohol may persist for the next...	False
positive	APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!!    Let this video of YES PREP Senior Signing Day inspire you as... http://t.co/h5Jg0l4e	False
neutral	Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co... http://t.co/Zo2WFDko #coreformulas	False
neutral	Jimmy Kimmel Live - Axl Rosec Part 1: Part 1 of Jimmy Kimmels interview with Axl Rose.Added: Thu Oct 25 11:02:2... http://t.co/u2bDsf5k	False
neutral	Watch live Queen of the South vs Edinburgh Cit http://t.co/LnBnANAn	False
negative	Im listening to the a capellas of The 2nd Law and appreciating how bad ass Bellamy is. Not that I didnt already know from his other albums	False
negative	If you are a family memberc friendc or fan of Austin Rivers you may want to unfollow me. This is about to get ugly.	False
neutral	Sophia Grace and Rosie look back at highlights from their long singing career (its their 1st anniversary on... http://t.co/qAv6jgKN	False
positive	Happy Valentines Day <3 !!.....yesc in Brazilc it is celebrated on June 12. Your mind = blown !	False
negative	@ohyesitsmatt @hotspurkeeno yeah im not to sure about Klass -jan think hell be an Andy Carroll type striker -bang em in or flop	False
negative	@IhsanOmi seriously i think he may pull out his gat and shoot me! i need to call upon castle greyskull for my powers #IHaveThePower	False
neutral	#afc Preview followed by live coverage of Saturdays game between Man Utd and Arsenal in the Premier League. http://t.co/6zgJh3J1	False
negative	Refuse to admit that its 3rd year. Bring on my Groundhog Day	False
positive	cried for every episode of Dream High 2 starting from episode 13!!! T-T tomorrow i shall watch the last and final episode!	False
neutral	CONTINUED ASSAULT - Indianapolis faces a tough Miami defense this Sundayc one that ranks third in the league in yard... http://t.co/iqUfA3Ic	False
negative	@nelsonnium Im not sure about what Evra is upto. I like Buttner. Should be given more games.Rafael cannot defend. We might see a buy in Jan	False
neutral	Watching The Vow.... For the 4th time.	False
positive	Balletcenter in Cebu is holding Romeo and Juliet in august..check it out:)	False
neutral	@maylingsu Im thinking of an outfit like Nick the Lounge Singer (Bill Murray) from the old old Saturday Night Live. Maybe a sherbet tux?	False
neutral	@Jimmypcafc @dannys2309 nice one Harry Styles. Sorry boys havent got a mob at the mo. Think Im at a firwework thing Fri. If not Im there.	False
neutral	@AmyKNelson Groundhog Day? He just keeps seeing JT Snow rounding 3rd over and over and over and over...#marlinsmysteryfanrevealed	False
positive	we spent Halloweenc Thanksgivingc 4th of Julyc Christmasc New Yearsc and Valentines day together.	False
positive	I liked a @YouTube video http://t.co/xihBR5Cg 17th GRAMMYs: Paul Simon and John Lennon co-presenting the GRAMMY for Record Of The	False
neutral	@team_hazza1D Im going over to britain and Irelands next top mode and jls are performing on the Monday and thats the day I was supposed	False
negative	Reading The Sun and watching Jeremy Kyle. Where did it all go wrong? Better do some work. #ashamed	False
neutral	1st time Ive seen Eleanor respond to hate o.o  she seems to sweet to say 1 mean thing! http://t.co/TDlEGKDw	False
negative	omg the music video comes out tomorrow! Btw I still cant get over Harrys voice :) http://t.co/o4mv73DI	False
neutral	Egypt&#039;s new president Mohamed Morsi on Monday described the relationship between the U.S. and Egypt as some ...  http://t.co/g9s32zfe	False
positive	1. Noel Fielding comedy gala tonight :) 2. Work all day tomorrow 3. Granny Smith festival that night	False
positive	Cant wait to see how wk 3 of the Safe House sermon will be broken down. This Sunday is Kanyes verse.  My Pastor keeps it real @PastorGeno	False
positive	Watching The Woman In Black for the 9th time hahaha	False
neutral	Going to Healthy Kids Day: Cover the Kids ... at Boys & Girls Club - Teichert Branch on Satc Nov 3 http://t.co/b6zLhIJj	False
negative	@AmreaderToo Mostly just a misunderstanding over who called whom. Bigger issue is pepper-spraying people who want to march on Republic Day	False
neutral	Wow .. This is the  clip of Dublins Sunday Times journo Paul Kimmage confronting Lance Armstrong :  - YouTube http://t.co/PXfeu1uU	False
positive	Had a low moment...then I thoughtc why? 2wks on Tuesday I see Noel Gallagher up close with the best boy in the world...now Im smiling :0)	False
negative	We should start Ox on Saturday imoc he will terrorise Evra just like he did last season.	False
negative	Gov. Mitch Daniels is rallying Republicans with a rare appearance that may have violated h http://t.co/BzohrIp3	False
neutral	@CarlsbergSports Would the bar be showing Pittsburgh Steelers V New York Giants on Sunday night?	False
positive	@coolcat1304 I watched it 4 the 1st time & :-).  Voted 4 it in the NTA awards - best Factual program. Mite need 2 watch rest on itvplayer	False
positive	I may be a little too optimistic but I think the Browns vex themselves of the Baltimore curse and beat the Ravens.  Maybe its just me lol	False
positive	@lakeshow73 its out already?  Thought it was tomorrow? Denzel is the best EVER. Movie looks amazing.	False
neutral	Might have a Royal Rumble Death drinking game tomorrow. Alone. One dayc we should have a Rumble Death drinking game @WillVanHalen	False
neutral	Jeremy Lin may have a lil Chinese wienerc but he still gets #Hard4Harden	False
negative	i always cry wen i listen to Avril singing Tomorrow in Dublinci just remember everything bad happened to me :/	False
neutral	Cupid and Psyche isnt an original Greek myth. It was a story in The Golden Ass by Apuleius and often cited as the 1st Fairy Tale.	False
positive	I comeposed my first Twat on september 15th so technically iv had a twitter for a long time then forgot about it.. good to be back	False
