Id	text	Expeccted
1211	"Pontos positivos: bem localizado, em frente ao shopping Conjunto Nacional, próximo à rodoviária e ao eixo monumental. Limpo e organizado. O apartamento é amplo, tem uma cozinha americana com geladeira e microondas. Tinha escrivaninha, cadeiras e um sofá cama. Janelas bem amplas, mas a vista é só o prédio da frente, infelizmente. Banheiro bom, água do chuveiro esquenta bem. Internet de graça. Café da manhã com variedade. O quarto era bem silencioso. Pontos negativos: a fechadura da porta não é muito confiável, durante a noite uma corrente de vento abriu a porta e foi preciso trancar. As frutas do café da manhã são meio ressecadas. O WI-FI estava muito lento e instável. O cofre era de chave ao invés de ser de código. A cama era muito mole, foi difícil dormir.
"	positivo
1212	"Uma ótima opção para quem viaja a negócios. Bastante limpo e organizado, este bem localizado hotel certamente irá satisfazer suas necessidades. O quarto com micro ondas, pia e frigobar é excelente para quem viaja com crianças também.
"	positivo
1213	"Hotel super novo!!!Ótimos quartos, tudo novo... Café da manhã excelente, com uma ótima vista da Esplanada e Catedral, academia completa, sauna muito boa e equipe de atendimento muito boa!! Só deixa a desejar um pouco no check in, que as segunda-feiras é muito demorado em função do alto número de hospedes... Mas no geral é muito bom!!
"	positivo
1214	"Tem os bons requisitos de um flat. No centro dos negocios com servicos no nivel adequado. Bons 9 quartos, internert, restaurante, boa academia, sauna e piscina . E otima visão do Planalto. Flat com boa cama, geladeira, microondas, etc para quem permanece mais tempo eh uma boa. estacionamento para hospede..
"	positivo
1215	"Fiz uma reserva de última hora e paguei caro, mas no padrão de BSB. Localização excelente. O hotel é novo, o que ajuda muito. Limpeza poderia ser melhor. Café da manhã simples, mas fresquinho. Não gostei muito do atendimento. Cheguei num vôo cedo, e mesmo avisando antes por email, não queriam deixar entrar no quarto (sendo que era segunda-feira, com muitas vagas). Paguei café da manhã extra e esperei duas horas até o gerente chegar e liberar. Eu só precisava me trocar para ir a um congresso que durou o dia todo. À noite, fiquei numa ala de fumantes (quando havia solicitado o contrário no próprio formulário de reservas) que entrava fumaça por baixo da porta. Horrível. Depois de muito incomodar, trocaram o quarto lá pelas 22 h. Esperava mais do hotel.
"	neutro
1216	"É um ótimo Hotel para quem viaja a negócios, pois eles agilizam o check in e o check out. Outra tática que eles utilizam e deixar o frigobar vazio... lembre de comprar água, refrigerante, etc... na recepção do hotel ao chegar.
"	positivo
1217	"O hotel muito bom, novinho, os quartos são bem legais, agora estão com serviço de restaurante e alguns pratos por 24 horas, existem a opção de congelados, todos os quartos possuem micro-ondas e todos utensílios necessários, o café da manhã é bem bacana e a vista sensacional.
"	positivo
1218	"O Saint Moritz oferece todos os serviços e comodidades esperadas em um hotel de padrão executivo, está localizado no início do Setor Hoteleiro Norte, mais próximo das áreas comerciais e da esplanada dos Ministérios. O quarto não é muito grande, mas não compromete para estadias curtas e o prédio e a mobília são novos.
"	positivo
1219	"Ponto negativo do hotel é a internet. Excelente localização para quem precisa ir aos prédios Capes, CNPq e similares. O café da manhã do hotel é bom, mas não acompanha o resto da estrutura oferecida. Boa academia.
"	positivo
1220	"É um hotel onde não se tem surpresas desagradáveis. Equipe bem treinada, ambientes bem decorados, quartos confortáveis e bem cuidados, com um valor compatível em relação ao alto custo de Brasília. Para completar possui uma área superior de lazer onde se tem um belo visual, coisa que muitos hotéis não exploram. O café da manhã também é servido lá o que dá um diferencial. Mas foi justamente o café da manhã o ponto fraco. Não pela comida, que pode se considerar dentro do padrão do hotel, mas pelo pouco espaço existente, gerando tempo de espera por uma mesa, fila para se servir. Porém pode ter sido uma situação pontual já resolvida.
"	positivo
1221	"Bem localizado. Fica perto ( descendo e subindo uma longa escadaria) do Shopping Conjunto Nacional. Novo e limpo. Bom café da manhã. Wifi razoavel. Recomendado para trabalho. Os quartos possuem micro-ondas e geladeira (acho que foi projetado para ser um Flat).
"	positivo
1222	"O Saint Moritz Hotel junta praticidade, conforto e bons serviços. Possui um café da manhã muito bom. Sua localização é privilegiada, próximo ao Conjunto Nacional, bem como ao Brasília Shopping. Os serviços são excelentes, com destaque para a atenção dos recepcionistas, bem como para o serviço de quarto. Recomendo este hotel para passeio e negócios na Capital Federal.
"	positivo
1223	"Este hotel é muito bom no geral. Quarto com bom espaço, bem limpo e agradável. Ar condicionado silencioso e tv de tela plana de tamanho satisfatório (26 polegadas). Ponto negativo apenas para o tamanho da cama de casal, que é padrão e faz com que casais não tenham uma noite de sono tão confortável quanto se estivessem em cama queen ou king size. Há garagem coberta com portão eletrônico para veículo do hóspede, uma pequena piscina e sauna na cobertura. A sala de ginástica é fraca, com aparelhos Reebok, que não transmitem confiança alguma. O café-da-manhã é de razoável para bom, dependendo do gosto, pois não oferece nada além do básico, igualando-se àqueles cafés continentais dos hotéis americanos, mas atende aos que possuem alguma flexibilidade e já estão incluídos no valor da diária. O restaurante fica na cobertura e oferece excepcional e linda vista da área central da Capital Federal. Acesso à internet sem fio por todo o hotel, sem custo adicional, é um ponto forte e merece ser destacado! Por fim, ponto negativo é para os preços dos pratos do serviço de quarto. Um exagero de caros, sendo muito mais vantajoso acessar a internet e buscar um restaurante delivery, o que é extremamente fácil e sai muito mais em conta! Fico me perguntando por que razão estes restaurantes de hotéis praticam preços tão abusivos??? No geral, todavia, o hotel é muito bom, desde que o hóspede não precise pedir refeições pelo serviço de quarto!
"	positivo
1224	"O hotel é muito bem cuidado, o serviço é excelente e super rápido. O quarto que fiquei era um pouco apertado, mas era muito bonito e moderno. Os preços não são muito baixos, mas comparado aos outros hotéis de Brasília está dentro do que se esperava. Com certeza me hospedaria outras vezes aí. Além de tudo a localização é excelente (próximo ao conjunto Nacional) e, apesar de não ter optado pelo café da manhã no hotel, em frente ao hotel há uma pequena área onde está um restaurante com muito boa comida!
"	positivo
1225	"O hotel Saint Moritz aporesenta uma otima relacao custo / beneficio para quem necessita ficar uns dias em Brasilia. O hotel e bem localizado, em frente a um shopping center. E um predio moderno con internet gratis nos quartos. E limpo e tem otimo atendeimento. O cafe e relativamente simples, mas suficiente.
"	positivo
1226	"O hotel é bem localizado, no coração de Brasília, próximo ao Conjunto Nacional. É novo, segue o estilo express: tem que pegar as bebidas no lobby e levar para o quarto. O café não é sensacional, mas, pelo preço, vale a pena.
"	positivo
1227	"O hotel é muito bom, limpo, os atendentes são gentis. O problema é a política de check in às 14 h. Normalmente, quem vai a Brasília, a trabalho, já tem compromisso agendado às 14 h, logo toda vez que se chega no hotel é uma tensão... Tem um shopping próximo; um delivery de sushi dentro do complexo em que o hotel está inserido, além de um bar de cervejas importadas e um outro bar também aconchegante. No geral, gostei do hotel.
"	positivo
1228	"O hotel é bom, mas é caro, se comparado com o que oferece, Mas, no geral, possui bom custo-benefício. Tem serviço de internet sem fio. O café da manhã não é dos melhores, Otima área para ginástica e piscina e um atendimento muito atencioso. Fica no final do setor hoteleiro, mais afastado dos outros hoteis.
"	positivo
1229	"É um apart, com fitness center e piscina . Fiquei hospedada em outros hotéis em Brasília quando lá estive antes, porém o preço de todos superava o do Saint Moritz em cerca de 100 reais e ofereciam talvez quartos um pouco mais luxuosos, mas o mesmo serviço. O banheiro é um pouco pequeno demais. De resto gostei bastante, inclusive do vidro que protege a piscina , porque, a despeito de ser pequena, torna possível entrar durante a noite, diferente dos demais hotéis, em que a área da piscina s é cercada por grades. O café da manhã é razoável. Um pouco confuso porque há muitas pessoas para pouco espaço.
"	positivo
1230	"O hotel é bom, mas é caro, se comparado com o que oferece (não obstante Brasília possuir hotéis muito caros). Mas, no geral, possui bom custo-benefício. Tem serviço de internet sem fio. O café da manhã não é dos melhores. O quarto possui a pia fora do banheiro, o que é um pouco estranho.
"	neutro
1231	"Hotel com serviços de apart hotel, com cozinha completa nos quartos, que são bem amplos. Banheiro um pouco apertado e café da manhã dentro dos padrões. Otima área para ginástica e piscina e um atendimento muito atencioso. Fica no final do setor hoteleiro, mais afastado dos outros hoteis.
"	positivo
1232	"Exceletente hotel. Ótimas acomodações, limpo e novo. Café da manhã variado, com ótimas opções. Muito bem localizado, próximo a shoppings e restaurentes. Ótimo atendimento. Possibilidade compra de comida congelada na recepção.
"	positivo
1233	"Hotel novo com excelentes acomodações, limpo e com um ótimo cafe da manhã. Na cobertura há uma academia com aparelhos novos e uma sauna cujos serviços estão inclusos na diária do hotel. A jacuzzi tem que ser paga por fora, no valor de R$ 30,00 o uso, o que não se justifica muito. Além das instalações novas, o hotel tem o atrativo de estar ao lado do Shopping Conjunto Nacional, com diversas opções para comida e lazer.
"	positivo
1234	"O hotel é muito bom! Os quartos são novos, espaçosos, arejados. O serviço também é muito bom. O único problema que encontrei foi a demora no check-in quando há muita gente chegando ao mesmo tempo. O pagamento total da estadia deve ser feito no momento do check-in. Algumas pessoas acham isso ruim. Eu acho ótimo! Agiliza, e muito, o check-out. A localização também é boa. O café da manhã é servido no terraço, e tem poucas mesas na área coberta. Se estiver lotado, você terá que tomar café com sol no rosto.
"	positivo
1235	"Minha experiência foi muito ruim neste hotel. Chegando no mesmo a recepção não tinha os dados da minha reserva; chegando ao quarto, o ar-condicionado não funcionava bem; ao tomar banho, nova decepção, o ralo do banheiro não escoava a água, formando uma poça; na manhã seguinte, chegando ao café da manhã, teria que enfrentar uma fila para conseguir entrar no restaurante, pois o mesmo é mal dimensionado para o número de hóspedes.
"	negativo
1236	"Considero um ótimo hotel ! O custo-benefício é ótimo, os quartos são novos, a localização do hotel é muito boa, fica próximo do shopping. O café da manhã é oferecido na cobertura do prédio e permite uma visão privilegiada da cidade.
"	positivo
1237	"O Hotel é bem novo e tem ótima localização, logo atrás do Conjunto Nacional. Possui ótima estrutura na cobertura, onde está uma academia bem equipada, além de uma piscina com bom comprimento para nadar (porém infelizmente durante a minha estadia o aquecimento dela estava desligado). A vista lá em cima é sensacional, com um visual panorâmico do plano piloto, em especial da Esplanada dos Ministérios. A alimentação considerei um ponto a melhorar, pois o café da manhã é apenas razoável e o serviço de quarto é caríssimo (a opção mais em conta é um misto quente por 21 reais!). Mas como o apartamento é bem equipado, há a opção de comprar refeições congeladas na recepção e preparar no microondas. Os quartos possuem ótimo tamanho e são bem equipados porém sem mimos ou luxos.
"	positivo
1238	"O hotel é novo e fica em uma ótima área em Brasília, a localização é excelente e existem taxis na porta do hotel disponíveis 24 horas por dia. A limpeza chega a ser assustadora, não há pó em absolutamente nada no hotel. O café da manhã é gostoso, variado e em um ambiente claro e aconchegante. Recomendo.
"	positivo
1239	"Em Brasília, encontrar um hotel que não tenha cheiro de mofo é uma raridade. Por isso, encontrar o Saint Moritz foi uma grata surpresa. Além disso, o ônibus do aeroporto passa pertinho do hotel e o Conjunto Nacional está bem ao lado, permitindo compras e alimentação a um preço justo.
"	positivo
1240	"O hotel foi construído a pouco tempo, está localizado no Setor Hoteleiro Norte, ao lado do Shopping Conjunto Nacional. Quartos possuem micro-ondas, geladeira para que você possa preparar suas refeições se desejar. Café da manhã é na cobertura com vista para o Eixo Monumental.
"	positivo
1241	"O hotel, na verdade um flat, é muito bem localizado, atras do Shopping Nacional. Ou seja, esta perto do Terminal Rodoviário, da Catedral e do Metro. A equipe é muito prestativa e o hotel possui cozinha 24 hs pros hóspedes. A area de lazer com piscina , sauna e academia é boa. E o cafe da manhã está dentro do padrão normal.
"	positivo
1242	"Nos hospedamos nesse hotel em março quando fomos pra o show de Elton John. Ficamos bastante satisfeitos, o quarto era bem grande, uma boa cama, o banheiro achei um pouco apertado comparando com o resto do quarto, café-da-manhã muito bom com a opção do terraço panorâmico. Com certeza ficaríamos novamente.
"	positivo
1243	"Estive durante um final de semana no Saint Moritz. A localização é excelente, ao lado do Shopping Conjunto Nacional. Os quartos são amplos e arejados, e a vista é muito boa! O café da manhã é um capítulo a parte, excelente! A única pendência foi não possuir adaptadores de voltagem e / ou carregadores de celular para uso dos hóspedes. E a demanda de táxi pela manhã é muito grande, então é bom se programar para sair alguns minutos mais cedo.
"	positivo
1244	"Hotel recém construído. bem localizado no Setor Hoteleiro Norte. Flat com bom espaço, de bom gosto, confortável, com cozinha bem equipada, filtro de água. Muito bom café da manhã na cobertura com bela vista para o Eixo Monumental. Staff amigável e atencioso. Voltarei outras vezes.
"	positivo
1245	"O único defeito é o wifi que não funciona corretamente. Se a propaganda é que a internet é gratuita, no mínimo deveria funcionar corretamente, sem quedas, lentidão. O sinal e a velocidade deverão ser sempre em excelentes.
"	neutro
1246	"Hotel recém construido. Ótima localização no Setor Hoteleiro Norte. Flat com bom espaço, de bom gosto, confortável, com filtro de água. Ótimo café da manhã, com vista incrível do Eixo Monumental. Staff amigável e atencioso. Voltarei outras vezes.
"	positivo
1247	"Hospedei-me pela terceira vez neste hotel no final de agosto de 2013; se for a Brasília novamente, ficarei lá. O hotel é novo, moderno, ótima localização e bom custo-benefício para os padrões de Brasília. Além disso, o serviço prestado foi bem eficiente: na primeira noite, notei que o aparelho de ar condicionado não estava refrigerando e a recepção providenciou rapidamente minha mudança de quarto. O único defeito que me impede de dizer que é excelente (e que é muito pessoal porque tenho o sono muito leve) é o isolamento acústico: poderia ser um pouco melhor, pois dá para ouvir as portas batendo, as pessoas caminhando no corredor.
"	positivo
1248	"Hotel muito bom. Praticidade, conforto. com ótima localização. acomodações compatíveis com o preço e serviço. Café da manhã prático mais atende ao hóspede. Vista do restaurante para café da manhã maravilhosa.
"	positivo
1249	"Achei o custo-benefício desse hotel muito bom. O quarto estava bem novinho, mas faltavam algumas coisas básicas. Cheguei de madrugada e não tinha nada no frigobar, nem água. A localização do quarto que fiquei era muito boa, com vista pra esplanada dos ministérios. O café da manhã era bom, valendo pela localização no topo do prédio com ótima vista.
"	positivo
1250	"Boa relação custo / beneficio, novo, bem localizado junto ao Conjunto Nacional e relativamente próximo ao Brasília Shopping, este flat é muito bom principalmente para quem vem a negócios para Brasília. Cafe da manha razoável.
"	positivo
1251	"Fui a Expotchê, uma feira de mostra gaúcha que acontece em Brasília. Fiquei hospedado neste hotel. Gostei muito da estrutura do hotel. Quartos muito bons, limpos, organizados e com tudo que é necessário para o conforto do hospede. Café da manhã muito bom, muito variado, com uma vista muito bonita da cidade. A única ressalva foi em relação a demora ao atendimento de quarto, precisava de um travesseiro a mais e só veio no outro dia. Mas isso não me impede de indicar o hotel.
"	positivo
1252	"O hotel é muito bom, comida excelente, quarto grande, vista boa. Perfeito prs quem vai a trabalho ou pra passear. Eles fazem tudo rápido e amei a maneira de pagamento, consumiu? Paga na hora, daí o check out é muito rápido, porque já ta tudo pago! Gostei muito! Quando for novamente a Brasília, me hospedarei lá.
"	positivo
1253	"O hotel tem instalações novas e bem conservadas. Os funcionários são bem qualificados e gentis. O check-in e o check-out sempre são rápidos e descomplicados. Na mais recente estada, porém, tive problemas com a chave (cartão) da porta do quarto, que apresentou defeito e me fez descer até a recepção duas vezes no mesmo dia. O problema foi rapidamente resolvido pelos funcionários do hotel. Mas o pior foi numa das noites, em que houve uma festa em algum local vizinho ao hotel, e a música alta incomodou o sono até as 3 h 00 da madrugada!
"	positivo
1254	"O hotel fica próximo de shopping, o que permite acesso a alimentação e produtos com preço menor do que aqueles cobrados pelo hotel. O hotel é limpo, tem estrutura nova e se enquadra na proposta de redes de hotelaria como ibis, etc. O hotel é boa pedida p quem tem negócios ou quer passear pelo plano.
"	positivo
1255	"Quartos novos, confortáveis, garagem coberta no subsolo e bom café da manhã. A localização também é muito boa, próxima aos ministérios e aos shoppings próximos ao setor hoteleiro. Bom custo benefício, com instalações mais novas do que hotéis na mesma faixa de preço.
"	positivo
1256	"Hotel muito bom, com funcionários muito prestativos. Quando me hospedei lá havia uma obra ao lado, o que atrapalho um pouco o sono, mas creio que o problema já esteja resolvido. Não fiz uso das área de lazer nem do café da manhã.
"	positivo
1257	"Excelente hotel, quarto muito confortável, com mobília toda nova e bem arrumada. Limpeza muito boa, cafe da manha excelente com várias opções para os hospedes. Localização também é muito boa. O serviço do hotel é muito bom. com funcionários super prestativos. Indico com certeza.
"	positivo
1258	"Novas instalações. Quarto amplo, bem limpo e arrumado. A localização é boa (ao lado do shopping). O único problema, na minha hospedagem, foi que, como o hotel encheu (estava tendo um evento), subiram absurdamente o preço da água de um dia para outro! Melhor comprar fora!
"	positivo
1259	"Hotel muito bom, novo, limpeza adequada e com café da manhã variado e servido na cobertura do prédio com uma vista linda. Os funcionários são educados e gentis. Fica em frente ao Shopping Conjunto Nacional que serve para uma compra de última hora caso não queira ir muito longe, a opção melhor é o Shopping Brasília que fica há 2 quarteirões do hotel. No saguão do hotel há uma geladeira com congelados que são vendidos pelo hotel para serem descongelados no microondas que há no quarto. Compramos 2 pratos e eles eram bem ruins, 1 deles era de frango e quando abrimos a embalagem ele parecia escuro e não tivemos coragem de descongelá-lo, o outro prato que descongelamos e aquecemos o gosto não era nada bom e a aparência também. Este foi o único inconveniente que tivemos em nossa estada de 3 semanas no hotel.
"	positivo
1260	"Todos serviços muito bons para a proposta do hotel, quarto muito confortável, com mobília toda nova e bem arrumada. Limpeza muito boa, cafe da manha excelente com várias opções para os hospedes. Localização também é muito boa. Embaixo tem uma loja de cervejas especiais muito boa.
"	positivo
1261	"Excelente hotel, com ótimos quartos, super confortável, TV a cabo com telecine. Serviço de quarto excelente. Ötima localização. Café da manhã com várias opções e uma vista para vários pontos da cidade. Recomendo!!
"	positivo
1262	"Hotel express. Portanto, sem os serviços comumente encontrados em hotel. Mensageiro, carregador de mala, etc... nem pensar. Hospedamo-nos em final de semana, eu e minha esposa. O preço, em final de semana, é semelhante ao padrão de Brasília, porém, perde na qualidade dos serviços, que não são disponibilizados. A cama é pequena para duas pessoas e desconfortável. É o menor tamanho de cama de casal. O que já não é mais referência em hotéis do padrão e preço do Saint Moritz. O apartamento é muito pequeno. Café da manhã razoável. Baixa qualidade, notadamente do ""presunto"". As frutas: poucas opções, mas no geral de qualidade bem aceitável. Os pontos vantajosos: localização e estacionamento no sub-solo (sombra), o que é muito importante em Brasília, em razão da temperatura e das vagas escassas na região hoteleira. Os pagamentos dos extras são feitos imediatamente à ""compra"". Embora seja um hotel novo e limpo, não é uma boa opção quando se quer um ambiente mais envolvente. Achei o atendimento muito impessoal. Melhor para negócios. No sábado à tarde houve uma roda de samba no restaurante localizado no térreo da torre vizinha, que faz parte do mesmo complexo de prédios. O ruído incomodou.É possível também ouvir ruído de evento na Esplanada dos Ministérios, apesar da relativa distância.
"	neutro
1263	"O hotel é limpo e arejado. Porém tem muito barulho, de ontem para hoje uma música eletrônica altíssima prejudicava meu sono. O blackout não mantém o quarto escuro, hoje eu gostaria de dormir até tarde mas não será possível. Minha nota é 6. Se vc puder pagar mais por um hotel melhor pague.
"	neutro
1264	"O Serviço é de flat, portanto não tem material de consumo no frigobar. Mas isso não é problema, pois o hotel fica bem em frente ao Shopping Conjunto Nacional, o mais tradicional de BSB. Quartos grandes, equipados com forno microondas e bom espaço para refeição. Se estiver cansado para sair para jantar, eles vendem na recepção uma boa variedade de pratos congelados por um bom preço, que para a minha surpresa são bem saborosos. A limpeza é impecável. O hotel possui aquela bela vista da Esplanada dos Ministérios. Outro ponto positivo: O isolamento acústico é tão bom, que em um dos dias de minha estadia houve uma chuva que alagou boa parte do DF e causou estragos, claro que vi a chuva, mas só fiquei sabendo dos estragos e dos trovões no noticiário do dia seguinte.
"	positivo
1265	"Quarto amplo, clean, ótima localização, em frente ao Shopping Conjunto Nacional. Café da manhã excelente, no terraço do vigésimo andar, com vista para Esplanada dos Ministérios. Atendimento da recepção muito bom. Ponto negativo: informam ue é possível a hospedagem de 1 criança no quarto, porém não tem cama extra!
"	positivo
1266	"Estive neste hotel para a abertura da copa das confederações, apesar do hotel estar lotado os serviços foram bem prestados, os funcionários são atenciosos, a localização é excelente, principalmente quem vem com o objetivo de ir a esplanada dos ministérios ou ao estádio nacional, café da manhã bem completo.
"	positivo
1267	"Além da excelente localização, o hotel tem, no seu entorno, estabelecimentos comerciais bastante úteis para quem lá se hospeda (locadora de veículos, lavanderia, restaurantes e shopping). As instalações, da mesma forma, merecem elogio, bem como o atendimento e atenção dos funcionários.
"	positivo
1268	"O Saint Moritz Hotel está localizado no Setor Hoteleiro Norte (SHN), próximo de shopping""s, da Catedral e da Esplanada dos Ministérios. Os ambientes são limpos, modernos e funcionais. O quarto é amplo e conta com TV a cabo, ar condicionado, mesa de trabalho com cadeira, bancada para refeições e minicozinha com micro-ondas. Os funcionários são bastante atenciosos. Estive hospedado durante uma viagem de negócios e pretendo retornar com minha família.
"	positivo
1269	"Hotel localizado no setor hoteleiro norte e muito confortável. Limpeza impecável. Maravilhoso café da manhã, servido no último andar do hotel, oferecendo uma vista espetacular da Esplanada dos Ministérios e da Praça dos Três Poderes. Ótimo custo benefício.
"	positivo
1270	"Fiquei alguns dias nesse hotel / flat e achei bom! O quarto é muito limpo, a cama é confortável, e é ótimo ter uma mini cozinha a disposição. No meu quarto também tinha aparelho de DVD, o que foi um adicional muito interessante e bem vindo. Dentro do setor hoteleiro, é bem localizado, e o staff é cordial, atencioso e rápido no atendimento.
"	positivo
1271	"Fui com minha esposa e minha filha em 10/08/2013. O hotel fica em uma área bastante central de Brasília, perto dos shoppings Conjunto Nacional e Brasília Shopping. Todos os serviços foram rápidos e atenciosos. Destaque para a entrega do berço e o café da manhã. Quarto limpo e espaçoso.
"	positivo
1272	"o Hotel fica em uma área bem localizada de brasília, estive lá a negócios e minha estadia foi muito positiva, o custo beneficio do hotel foi um dos diferencias para que eu escolhesse. Eu recomendo este hotel, a limpeza é ótima e os funcionários são bem atenciosos.
"	positivo
1273	"Fiquei quatro dias no Saint Moritz e recomendo fortemente. O quarto é amplo, muito limpo, os móveis novos, wi-fi de qualidade... o café é na cobertura, com uma bonita vista, e é razoavelmente farto. É muito bem localizado, pertinho do shopping. Quase perfeito. Mantenho as cinco bolinhas, mas faço algumas ressalvas: tinha lido que a piscina tinha aquecimento, mas na realidade não tinha. Talvez eu tenha lido errado. Outra questão é a banheira de hidromassagem. O hotel tem uma banheira junto à sauna, mas cobra R$ 30,00 por hora para a utilização da mesma. Acho errado. Seria o mesmo que cobrar pela utilização da piscina ou da academia. Mas isso não impede que a minha satisfação tenha sido total. O preço é barato perto da qualidade do hotel.
"	positivo
1274	"Excelente custo beneficio. Quarto amplo, limpo, otimo café da manha. Os quartos tem cozinha compacta e é possível comprar comidas congeladas / pré-prontas no próprio hotel. O hotel é muito bem localizado, com shopping centre bastante próximo. A única ressalva é a piscina pequena e a sauna que não estava funcionando.
"	positivo
1275	"O hotel e novo e muito bem localizado. Os quartos são limpos e bastante confortáveis. Os móveis são novos e de padrão muito bons. Os quartos contam com utensílios de cozinha, como talheres, pratos, microondas, bem estilo de flat, com opção de pegar refeições rápidas congeladas na recepção. Enfim, considero uma excelente opção de estadia no plano piloto em Bsb.
"	positivo
1276	"O Hotel esta bem localizado, próximo a shopping e para quem não esta de de carro existe um terminal de ônibus bem próximo. Os apartamentos, também do tipo Flat são espaços e cozinha com geladeira, fogão e microondas, possuem TV LCD, secador e outras comodidades. A academia e piscina , assim como na maiorias dos Hotéis que não são do tipo ""resort"" ou não localizados em cidades litorâneas são itens que não devem ser motivo de reclamações por parte dos hospedes como vejo em muitas das avaliações.
"	positivo
1277	"Quarto estilo flat, bem espaçoso, limpo, confortável. O café da manhã é muito bom e diversificado. Poderia ter bebidas no frigobar. O preço é razoável se tratando de BSB. Não usei a piscina , que é apenas uma raia... 
"	positivo
1278	"Quarto tem tudo, televisão LCD grande, limpo, banheiro equipado com secador , toalhas limpas, com café da manha farto. O chato eh ter que se preparar para encher a geladeira com água Nao cheguei a usar as demais instalações do hotel
"	neutro
1279	"Quartos e café da manhã muito bons. Instalações limpas e aprazíveis. Funcionários corteses e bem treinados. O preço das tarifas poderia ser mais em conta dentro da proposta do hotel, mas está em um patamar razoável para o padrão do DF. Recomendo.
"	positivo
1280	"É um flat, todo mobiliário novíssimo, equipe muito bem preparada, excelente café da manhã. Deixou a desejar apenas na piscina que parece uma obra interminável. Inclusive a recepção vende comida pronta que pode ser aquecida no próprio quarto.
"	positivo
1281	"A localização e o atendimento são ótimos. O hotel é muito prático, a decoração é moderna e de bom gosto, e a hospedagem é ideal para quem não busca o excesso de formalidade dos hotéis tradicionais. O café da manhã, no terraço / cobertura, oferece uma vista ótima da Esplanada dos Ministérios e do lago. Gostei e recomendo.
"	positivo
1282	"Hotel com quartos grandes, cama e lençóis confortáveis, boa academia, otima localização, perto de shoppings, pontos turisticos e supermercado. Internet disponivel no quarto com boa velocidade, bom café da manhã, sem muitas opções, mas o suficiente para se ter um bom café.
"	positivo
1283	"a admistraçao do hotel atendeu a todas as minhas necessidades com padrao de atendimento compátivel e todas as instalaçoes sao novas com area de lazer que atende nas horas de folga do hospede e bar completo.
"	neutro
1284	"Um excelente hotel 4 estrelas, localizado no centro da cidade, com fácil acesso aos demais pontos turísticos, com conforto e sofisticação. Gostei do pagamento antecipado da estadia para evitar check out (basta devolver as chaves).
"	positivo
1285	"Hotel muito bom. Quartos novose limpos. Localização perfeita. Da janela do nosso quarto dava pra ver a rua dos ministérios, o planalto, muito legal. Na cobertura eles oferecem o café da manhã que é bem variado. O quarto tem otimas instalaçoes e boas camas. O unico problema do hotel é que tudo lá dentro é caro. O quarto possui uma mini cozinha. Entao pra quem quer economizar com alimentaçao, sugiro comprar no mercado algumas coisas para se fazer no microondas. Se comprar no hotel vai pagar muito caro por isso. Mas o hotel é realmente bom.
"	positivo
1286	"Ótimo atendimento e estrutura! Creio que o hotel seja novo, pois é sofisticado e com um ótimo custo x benefício. Café da manhã excelente com muitas opções. Localização prática, em pleno eixo monumental.
"	positivo
1287	"O hotel possui boa localização, fica bem próximo ao shopping Conjunto Nacional. As instalações são novas, o espaço é muito bom. O café da manhã tem boa variedade de frutas, pães etc. Gostei do pagamento antecipado da estadia para evitar check out (basta devolver as chaves), tendo em vista que não há itens para consumo no apartamento. Quem quiser alguma coisa (bebida, comida congelada) pode adquirir na recepção.
"	positivo
1288	"Hotel com custo benefício excelente. Limpo, bem organizacional. Pessoal de atendimento muito atenciosos. Academia boa. Bem localizado. Excelente localização para viajar a negócios. Sistema de pagamento antecipado, sem demoras para fazer o check-out foi muito produtivo, pois se ganha tempo. Wi-fi no quarto é outro diferencial excelente.
"	positivo
1289	"O Quarto é confortável, limpo e sofisticado. Tudo novo. Tv a cabo boa. Boa ducha. Boa cama. Café da manhã muito bom no terraço com maravilhosa vista da cidade. Muito perto do shopping Conjunto Nacional. Hotel muito bonito! A localização é boa, o atendimento dos funcionários foi cordial e educado. Recomendo!
"	positivo
1290	"Tudo novo. Tv a cabo boa. Boa ducha. Boa cama. Todos os quartos equipados com mini cozinha e talheres. Muito bom café da manha no terraço com maravilhosa vista da cidade. Muito perto do shopping Conjunto Nacional. De ruim, só o fato DD o banheiro ser pequeno.
"	positivo
1291	"O hotel está localizado em excelente área para se movimentar na cidade. As instalações são ótimas em termos de espaço e limpeza. O café da manhã apresenta boa qualidade e variedade e é servido em terraço com vista ampla para a cidade. Na área do hotel há bares e restaurantes para refeições rápidas. Não há check out, o que facilita a saída do hotel.
"	positivo
1292	"O Saint Moritz Hotel fica em uma área privilegiada e tem boa relação custo-benefício. A proximidade com os setores Comerciais e Bancários, onde ficam a maioria das empresas facilitam a ida e volta para o hotel, sem maiores transtornos
"	positivo
1293	"Hotel com excelente custo-benefício. Os quartos são muito bons, mas o wifi não estava funcionando direito. O espaço para café da manhã é pequeno e as vezes tem que esperar um pouco pra conseguir mesa. A entrada é um pouco escondida, e muitos taxistas acabam errando e entrando no hotel ao lado.
"	positivo
1294	"Hotel novo, com ótimo custo benefício. Recomendo para viagens rápidas, a negócios, fica perto de tudo. Ao lado de shoppings, ministérios, com restaurantes próximos. Fiquei nas duas últimas vezes que fui a Brasília. Recomendo passar em algum supermercado e abastecer o frigobar. Bebidas e águas caras no hotel.
"	positivo
